rowNum,ids,family,subfamily,genus,subgenus,species,subspecies,scientificNameAuthorship,scientificName,taxonRank
3140,3698,Limoniidae,Chioneinae,Molophilus,Molophilus,translucens,,"Skuse, 1890",Molophilus (Molophilus) translucens,species
3141,3699,Limoniidae,Chioneinae,Molophilus,Molophilus,triacanthus,,"Alexander, 1934",Molophilus (Molophilus) triacanthus,species
3142,3700,Limoniidae,Chioneinae,Molophilus,Molophilus,tricuspidatus,,"Mendl, 1979",Molophilus (Molophilus) tricuspidatus,species
3143,3701,Limoniidae,Chioneinae,Molophilus,Molophilus,tridens,,"Alexander, 1952",Molophilus (Molophilus) tridens,species
3144,3702,Limoniidae,Chioneinae,Molophilus,Molophilus,tridigitatus,,"Alexander, 1947",Molophilus (Molophilus) tridigitatus,species
3145,3703,Limoniidae,Chioneinae,Molophilus,Molophilus,triepiurus,,"Alexander, 1961",Molophilus (Molophilus) triepiurus,species
3146,3704,Limoniidae,Chioneinae,Molophilus,Molophilus,trifibra,,"Alexander, 1954",Molophilus (Molophilus) trifibra,species
3147,3705,Limoniidae,Chioneinae,Molophilus,Molophilus,trifilatus,,"Alexander, 1920",Molophilus (Molophilus) trifilatus,species
3148,3706,Limoniidae,Chioneinae,Molophilus,Molophilus,trigonalis,,"Alexander, 1931",Molophilus (Molophilus) trigonalis,species
3149,3707,Limoniidae,Chioneinae,Molophilus,Molophilus,triparcus,,"Alexander, 1944",Molophilus (Molophilus) triparcus,species
3150,3708,Limoniidae,Chioneinae,Molophilus,Molophilus,tripectinatus,,"Alexander, 1927",Molophilus (Molophilus) tripectinatus,species
3151,3709,Limoniidae,Chioneinae,Molophilus,Molophilus,trispina,,"Billingham and Theischinger, 2022",Molophilus (Molophilus) trispina,species
3152,3710,Limoniidae,Chioneinae,Molophilus,Molophilus,trispinosus,,"Theischinger, 1992",Molophilus (Molophilus) trispinosus,species
3153,3711,Limoniidae,Chioneinae,Molophilus,Molophilus,tristylus,,"Alexander, 1927",Molophilus (Molophilus) tristylus,species
3154,3713,Limoniidae,Chioneinae,Molophilus,Molophilus,tseni,,"Alexander, 1940",Molophilus (Molophilus) tseni,species
3155,3714,Limoniidae,Chioneinae,Molophilus,Molophilus,tucumanus,,"Alexander, 1929",Molophilus (Molophilus) tucumanus,species
3156,3715,Limoniidae,Chioneinae,Molophilus,Molophilus,turritus,,"Alexander, 1961",Molophilus (Molophilus) turritus,species
3157,3716,Limoniidae,Chioneinae,Molophilus,Molophilus,tuta,,"Theischinger, 1992",Molophilus (Molophilus) tuta,species
3158,3717,Limoniidae,Chioneinae,Molophilus,Molophilus,tuu,,"Theischinger, 1992",Molophilus (Molophilus) tuu,species
3159,3718,Limoniidae,Chioneinae,Molophilus,Molophilus,ugundyi,,"Theischinger, 1994",Molophilus (Molophilus) ugundyi,species
3160,3719,Limoniidae,Chioneinae,Molophilus,Molophilus,ulbracullima,,"Theischinger, 1992",Molophilus (Molophilus) ulbracullima,species
3161,3720,Limoniidae,Chioneinae,Molophilus,Molophilus,umboiensis,,"Hynes, 1988",Molophilus (Molophilus) umboiensis,species
3162,3721,Limoniidae,Chioneinae,Molophilus,Molophilus,undulatus,,"Tonnoir, 1920",Molophilus (Molophilus) undulatus,species
3163,3723,Limoniidae,Chioneinae,Molophilus,Molophilus,uniclavatus,,"Alexander, 1938",Molophilus (Molophilus) uniclavatus,species
3164,3724,Limoniidae,Chioneinae,Molophilus,Molophilus,uniformis,,"(Blanchard, 1854)",Molophilus (Molophilus) uniformis,species
3165,3725,Limoniidae,Chioneinae,Molophilus,Molophilus,uniguttatus,,"Alexander, 1927",Molophilus (Molophilus) uniguttatus,species
3166,3726,Limoniidae,Chioneinae,Molophilus,Molophilus,uniplagiatus,,"Alexander, 1923",Molophilus (Molophilus) uniplagiatus,species
3167,3727,Limoniidae,Chioneinae,Molophilus,Molophilus,unispiculatus,,"Alexander, 1959",Molophilus (Molophilus) unispiculatus,species
3168,3728,Limoniidae,Chioneinae,Molophilus,Molophilus,unispinosus,,"Alexander, 1921",Molophilus (Molophilus) unispinosus,species
3169,3729,Limoniidae,Chioneinae,Molophilus,Molophilus,unistylus,,"Alexander, 1936",Molophilus (Molophilus) unistylus,species
3170,3730,Limoniidae,Chioneinae,Molophilus,Molophilus,upjohni,,"Theischinger, 1994",Molophilus (Molophilus) upjohni,species
3171,3731,Limoniidae,Chioneinae,Molophilus,Molophilus,urodontus,,"Savchenko, 1978",Molophilus (Molophilus) urodontus,species
3172,3732,Limoniidae,Chioneinae,Molophilus,Molophilus,ursus,,"Alexander, 1918",Molophilus (Molophilus) ursus,species
3173,3733,Limoniidae,Chioneinae,Molophilus,Molophilus,vafer,,"Lackschewitz, 1940",Molophilus (Molophilus) vafer,species
3174,3734,Limoniidae,Chioneinae,Molophilus,Molophilus,vallisspei,,"Theischinger, 1988",Molophilus (Molophilus) vallisspei,species
3175,3735,Limoniidae,Chioneinae,Molophilus,Molophilus,variatus,,"Alexander, 1952",Molophilus (Molophilus) variatus,species
3176,3736,Limoniidae,Chioneinae,Molophilus,Molophilus,variegatus,,"Edwards, 1923",Molophilus (Molophilus) variegatus,species
3177,3737,Limoniidae,Chioneinae,Molophilus,Molophilus,variispinus,,"Stary, 1971",Molophilus (Molophilus) variispinus,species
3178,3738,Limoniidae,Chioneinae,Molophilus,Molophilus,variistylus,,"Alexander, 1927",Molophilus (Molophilus) variistylus,species
3179,3739,Limoniidae,Chioneinae,Molophilus,Molophilus,variitibia,,"Alexander, 1956",Molophilus (Molophilus) variitibia,species
3180,3740,Limoniidae,Chioneinae,Molophilus,Molophilus,varuna,,"Alexander, 1969",Molophilus (Molophilus) varuna,species
3181,3741,Limoniidae,Chioneinae,Molophilus,Molophilus,veddah,,"Alexander, 1958",Molophilus (Molophilus) veddah,species
3182,3742,Limoniidae,Chioneinae,Molophilus,Molophilus,velvetus,,"Alexander, 1926",Molophilus (Molophilus) velvetus,species
3183,3743,Limoniidae,Chioneinae,Molophilus,Molophilus,verecundus,,"Alexander, 1924",Molophilus (Molophilus) verecundus,species
3184,3744,Limoniidae,Chioneinae,Molophilus,Molophilus,vernalis,,"Brunhes and Geiger, 1992",Molophilus (Molophilus) vernalis,species
3185,3745,Limoniidae,Chioneinae,Molophilus,Molophilus,verticalis,,"Alexander, 1927",Molophilus (Molophilus) verticalis,species
3186,3746,Limoniidae,Chioneinae,Molophilus,Molophilus,vigilans,,"Alexander, 1956",Molophilus (Molophilus) vigilans,species
3187,3747,Limoniidae,Chioneinae,Molophilus,Molophilus,vinnulus,,"Alexander, 1962",Molophilus (Molophilus) vinnulus,species
3188,3748,Limoniidae,Chioneinae,Molophilus,Molophilus,virginijae,,"Podenas and Gelhaus, 2011",Molophilus (Molophilus) virginijae,species
3189,3749,Limoniidae,Chioneinae,Molophilus,Molophilus,vividus,,"Alexander, 1931",Molophilus (Molophilus) vividus,species
3190,3750,Limoniidae,Chioneinae,Molophilus,Molophilus,vorax,,"Alexander, 1948",Molophilus (Molophilus) vorax,species
3191,3751,Limoniidae,Chioneinae,Molophilus,Molophilus,vulpinus,,"Alexander, 1929",Molophilus (Molophilus) vulpinus,species
3192,3752,Limoniidae,Chioneinae,Molophilus,Molophilus,wadna,,"Theischinger, 1992",Molophilus (Molophilus) wadna,species
3193,3753,Limoniidae,Chioneinae,Molophilus,Molophilus,walkeri,,"Alexander, 1931",Molophilus (Molophilus) walkeri,species
3194,3754,Limoniidae,Chioneinae,Molophilus,Molophilus,walpole,,"Theischinger, 1988",Molophilus (Molophilus) walpole,species
3195,3755,Limoniidae,Chioneinae,Molophilus,Molophilus,warroo,,"Theischinger, 1992",Molophilus (Molophilus) warroo,species
3196,3756,Limoniidae,Chioneinae,Molophilus,Molophilus,wataganensis,,"Theischinger, 1999",Molophilus (Molophilus) wataganensis,species
3197,3757,Limoniidae,Chioneinae,Molophilus,Molophilus,waukatte,,"Theischinger, 1992",Molophilus (Molophilus) waukatte,species
3198,3758,Limoniidae,Chioneinae,Molophilus,Molophilus,wejaya,,"Alexander, 1958",Molophilus (Molophilus) wejaya,species
3199,3759,Limoniidae,Chioneinae,Molophilus,Molophilus,wellsae,,"Theischinger, 1999",Molophilus (Molophilus) wellsae,species
3200,3760,Limoniidae,Chioneinae,Molophilus,Molophilus,willara,,"Theischinger, 1992",Molophilus (Molophilus) willara,species
3201,3761,Limoniidae,Chioneinae,Molophilus,Molophilus,williamsi,,"Theischinger, 1992",Molophilus (Molophilus) williamsi,species
3202,3762,Limoniidae,Chioneinae,Molophilus,Molophilus,wilsoni,,"Alexander, 1929",Molophilus (Molophilus) wilsoni,species
3203,3763,Limoniidae,Chioneinae,Molophilus,Molophilus,womba,,"Theischinger, 1992",Molophilus (Molophilus) womba,species
3204,3764,Limoniidae,Chioneinae,Molophilus,Molophilus,worraworra,,"Theischinger, 1992",Molophilus (Molophilus) worraworra,species
3205,3765,Limoniidae,Chioneinae,Molophilus,Molophilus,xanthus,,"Alexander, 1955",Molophilus (Molophilus) xanthus,species
3206,3766,Limoniidae,Chioneinae,Molophilus,Molophilus,yabbie,,"Theischinger, 1992",Molophilus (Molophilus) yabbie,species
3207,3767,Limoniidae,Chioneinae,Molophilus,Molophilus,yakkho,,"Alexander, 1958",Molophilus (Molophilus) yakkho,species
3208,3768,Limoniidae,Chioneinae,Molophilus,Molophilus,yoshimotoi,,"Hynes, 1993",Molophilus (Molophilus) yoshimotoi,species
3209,3769,Limoniidae,Chioneinae,Molophilus,Molophilus,yunquensis,,"Alexander, 1952",Molophilus (Molophilus) yunquensis,species
3210,3770,Limoniidae,Chioneinae,Molophilus,Molophilus,zenta,,"Theischinger, 1988",Molophilus (Molophilus) zenta,species
3211,3771,Limoniidae,Chioneinae,Molophilus,Molophilus,zonzensis,,"Boardman and Stary, 2020",Molophilus (Molophilus) zonzensis,species
3212,3772,Limoniidae,Chioneinae,Molophilus,Molophilus,zwickorum,,"Theischinger, 1994",Molophilus (Molophilus) zwickorum,species
3213,3773,Limoniidae,Chioneinae,Molophilus,Onychomolophilus,,,"Theischinger, 1992",Molophilus (Onychomolophilus),subgenus
3214,3774,Limoniidae,Chioneinae,Molophilus,Onychomolophilus,equisetosus,,"Alexander, 1934",Molophilus (Onychomolophilus) equisetosus,species
3215,3775,Limoniidae,Chioneinae,Molophilus,Onychomolophilus,gidya,,"Theischinger, 1992",Molophilus (Onychomolophilus) gidya,species
3216,3776,Limoniidae,Chioneinae,Molophilus,Onychomolophilus,piggibilla,,"Theischinger, 1992",Molophilus (Onychomolophilus) piggibilla,species
3217,3777,Limoniidae,Chioneinae,Molophilus,Promolophilus,,,"Alexander, 1966",Molophilus (Promolophilus),subgenus
3218,3778,Limoniidae,Chioneinae,Molophilus,Promolophilus,afghanicus,,"Alexander, 1969",Molophilus (Promolophilus) afghanicus,species
3219,3779,Limoniidae,Chioneinae,Molophilus,Promolophilus,albibasis,,"Alexander, 1924",Molophilus (Promolophilus) albibasis,species
3220,3780,Limoniidae,Chioneinae,Molophilus,Promolophilus,apollyon,,"Alexander, 1955",Molophilus (Promolophilus) apollyon,species
3221,3781,Limoniidae,Chioneinae,Molophilus,Promolophilus,avazhon,,"Savchenko, 1976",Molophilus (Promolophilus) avazhon,species
3222,3782,Limoniidae,Chioneinae,Molophilus,Promolophilus,avernus,,"Alexander, 1969",Molophilus (Promolophilus) avernus,species
3223,3783,Limoniidae,Chioneinae,Molophilus,Promolophilus,bilobulus,,"Alexander, 1938",Molophilus (Promolophilus) bilobulus,species
3224,3784,Limoniidae,Chioneinae,Molophilus,Promolophilus,brobdingnagius,,"Alexander, 1969",Molophilus (Promolophilus) brobdingnagius,species
3225,3785,Limoniidae,Chioneinae,Molophilus,Promolophilus,diacus,,"Alexander, 1969",Molophilus (Promolophilus) diacus,species
3226,3786,Limoniidae,Chioneinae,Molophilus,Promolophilus,dirhaphis,,"Alexander, 1958",Molophilus (Promolophilus) dirhaphis,species
3227,3787,Limoniidae,Chioneinae,Molophilus,Promolophilus,grishma,,"Alexander, 1969",Molophilus (Promolophilus) grishma,species
3228,3788,Limoniidae,Chioneinae,Molophilus,Promolophilus,lethe,,"Alexander, 1969",Molophilus (Promolophilus) lethe,species
3229,3789,Limoniidae,Chioneinae,Molophilus,Promolophilus,millardi,,"Alexander, 1945",Molophilus (Promolophilus) millardi,species
3230,3790,Limoniidae,Chioneinae,Molophilus,Promolophilus,munkar,,"Alexander, 1969",Molophilus (Promolophilus) munkar,species
3231,3791,Limoniidae,Chioneinae,Molophilus,Promolophilus,nestor,,"Alexander, 1969",Molophilus (Promolophilus) nestor,species
3232,3792,Limoniidae,Chioneinae,Molophilus,Promolophilus,nigropolitus,,"Alexander, 1935",Molophilus (Promolophilus) nigropolitus,species
3233,3793,Limoniidae,Chioneinae,Molophilus,Promolophilus,nitidulus,,"Alexander, 1946",Molophilus (Promolophilus) nitidulus,species
3234,3794,Limoniidae,Chioneinae,Molophilus,Promolophilus,nitidus,,"Coquillett, 1905",Molophilus (Promolophilus) nitidus,species
3235,3795,Limoniidae,Chioneinae,Molophilus,Promolophilus,subnitens,,"Alexander, 1946",Molophilus (Promolophilus) subnitens,species
3236,3796,Limoniidae,Chioneinae,Molophilus,Promolophilus,sudra,,"Alexander, 1969",Molophilus (Promolophilus) sudra,species
3237,3797,Limoniidae,Chioneinae,Molophilus,Rhynchomolophilus,,,"Alexander, 1965",Molophilus (Rhynchomolophilus),subgenus
3238,3798,Limoniidae,Chioneinae,Molophilus,Rhynchomolophilus,perrostratus,,"Alexander, 1965",Molophilus (Rhynchomolophilus) perrostratus,species
3239,3799,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,,,"Theischinger, 1988",Molophilus (Superbomolophilus),subgenus
3240,3800,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,barringtonensis,,"Billingham and Theischinger, 2019",Molophilus (Superbomolophilus) barringtonensis,species
3241,3801,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,brumby,,"Theischinger, 1988",Molophilus (Superbomolophilus) brumby,species
3242,3802,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,cooloola,,"Theischinger, 1992",Molophilus (Superbomolophilus) cooloola,species
3243,3803,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,froggatti,,"Skuse, 1890",Molophilus (Superbomolophilus) froggatti,species
3244,3804,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,gigas,,"Alexander, 1922",Molophilus (Superbomolophilus) gigas,species
3245,3805,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,inelegans,,"Alexander, 1927",Molophilus (Superbomolophilus) inelegans,species
3246,3806,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,kunara,,"Theischinger, 1992",Molophilus (Superbomolophilus) kunara,species
3247,3807,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,marriwirra,,"Theischinger, 1992",Molophilus (Superbomolophilus) marriwirra,species
3248,3808,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,osterhas,,"Theischinger, 1994",Molophilus (Superbomolophilus) osterhas,species
3249,3809,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,rowanorum,,"Billingham and Theischinger, 2021",Molophilus (Superbomolophilus) rowanorum,species
3250,3810,Limoniidae,Chioneinae,Molophilus,Superbomolophilus,undia,,"Theischinger, 1996",Molophilus (Superbomolophilus) undia,species
3251,3811,Limoniidae,Chioneinae,Molophilus,Trichomolophilus,,,"Alexander, 1936",Molophilus (Trichomolophilus),subgenus
3252,3812,Limoniidae,Chioneinae,Molophilus,Trichomolophilus,celator,,"Alexander, 1942",Molophilus (Trichomolophilus) celator,species
3253,3813,Limoniidae,Chioneinae,Molophilus,Trichomolophilus,multisetosus,,"Alexander, 1936",Molophilus (Trichomolophilus) multisetosus,species
3254,3814,Limoniidae,Chioneinae,Molophilus,Trichomolophilus,tentator,,"Alexander, 1947",Molophilus (Trichomolophilus) tentator,species
3255,3816,Limoniidae,Chioneinae,Molophilus,Unplaced,micropteryx,,"Alexander, 1927",Molophilus (Unplaced) micropteryx,species
3256,3820,Limoniidae,Chioneinae,Molophilus,Unplaced,subapterogyne,,"Alexander, 1927",Molophilus (Unplaced) subapterogyne,species
3257,3821,Limoniidae,Chioneinae,Neocladura,,,,"Alexander, 1920",Neocladura,genus
3258,3822,Limoniidae,Chioneinae,Neocladura,,americana,,"(Alexander, 1917)",Neocladura americana,species
3259,3823,Limoniidae,Chioneinae,Neocladura,,delicatula,,"(Alexander, 1914)",Neocladura delicatula,species
3260,3824,Limoniidae,Chioneinae,Neognophomyia,,,,"Alexander, 1926",Neognophomyia,genus
3261,3825,Limoniidae,Chioneinae,Neognophomyia,,adara,,"Alexander, 1949",Neognophomyia adara,species
3262,3826,Limoniidae,Chioneinae,Neognophomyia,,bisecta,,"(Alexander, 1920)",Neognophomyia bisecta,species
3263,3827,Limoniidae,Chioneinae,Neognophomyia,,bisetosa,,"Alexander, 1944",Neognophomyia bisetosa,species
3264,3828,Limoniidae,Chioneinae,Neognophomyia,,citripes,,"Alexander, 1945",Neognophomyia citripes,species
3265,3829,Limoniidae,Chioneinae,Neognophomyia,,cochlearis,,"Alexander, 1945",Neognophomyia cochlearis,species
3266,3830,Limoniidae,Chioneinae,Neognophomyia,,colombicola,,"Alexander, 1931",Neognophomyia colombicola,species
3267,3831,Limoniidae,Chioneinae,Neognophomyia,,consociata,,"Alexander, 1942",Neognophomyia consociata,species
3268,3832,Limoniidae,Chioneinae,Neognophomyia,,crassistyla,,"Alexander, 1967",Neognophomyia crassistyla,species
3269,3833,Limoniidae,Chioneinae,Neognophomyia,,cuzcoensis,,"Alexander, 1967",Neognophomyia cuzcoensis,species
3270,3834,Limoniidae,Chioneinae,Neognophomyia,,debilitata,,"Alexander, 1949",Neognophomyia debilitata,species
3271,3835,Limoniidae,Chioneinae,Neognophomyia,,heliconiae,,"Alexander, 1945",Neognophomyia heliconiae,species
3272,3836,Limoniidae,Chioneinae,Neognophomyia,,hirsuta,,"(Alexander, 1913)",Neognophomyia hirsuta,species
3273,3837,Limoniidae,Chioneinae,Neognophomyia,,hostica,,"Alexander, 1943",Neognophomyia hostica,species
3274,3838,Limoniidae,Chioneinae,Neognophomyia,,immaculipennis,,"(Alexander, 1926)",Neognophomyia immaculipennis,species
3275,3839,Limoniidae,Chioneinae,Neognophomyia,,interrupta,,"Alexander, 1944",Neognophomyia interrupta,species
3276,3840,Limoniidae,Chioneinae,Neognophomyia,,latifascia,,"(Alexander, 1926)",Neognophomyia latifascia,species
3277,3841,Limoniidae,Chioneinae,Neognophomyia,,monophora,,"Alexander, 1941",Neognophomyia monophora,species
3278,3842,Limoniidae,Chioneinae,Neognophomyia,,obtusilamina,,"Alexander, 1952",Neognophomyia obtusilamina,species
3279,3843,Limoniidae,Chioneinae,Neognophomyia,,panamensis,,"Alexander, 1930",Neognophomyia panamensis,species
3280,3844,Limoniidae,Chioneinae,Neognophomyia,,paprzyckiana,,"Alexander, 1944",Neognophomyia paprzyckiana,species
3281,3845,Limoniidae,Chioneinae,Neognophomyia,,pervicax,,"(Alexander, 1914)",Neognophomyia pervicax,species
3282,3846,Limoniidae,Chioneinae,Neognophomyia,,pinckerti,,"Alexander, 1962",Neognophomyia pinckerti,species
3283,3847,Limoniidae,Chioneinae,Neognophomyia,,productissima,,"Alexander, 1944",Neognophomyia productissima,species
3284,3848,Limoniidae,Chioneinae,Neognophomyia,,scapha,,"Alexander, 1945",Neognophomyia scapha,species
3285,3849,Limoniidae,Chioneinae,Neognophomyia,,scaphoides,,"Alexander, 1952",Neognophomyia scaphoides,species
3286,3850,Limoniidae,Chioneinae,Neognophomyia,,schildi,,"Alexander, 1945",Neognophomyia schildi,species
3287,3851,Limoniidae,Chioneinae,Neognophomyia,,setilobata,,"Alexander, 1949",Neognophomyia setilobata,species
3288,3852,Limoniidae,Chioneinae,Neognophomyia,,sparsiseta,,"Alexander, 1945",Neognophomyia sparsiseta,species
3289,3853,Limoniidae,Chioneinae,Neognophomyia,,spectralis,,"Alexander, 1944",Neognophomyia spectralis,species
3290,3854,Limoniidae,Chioneinae,Neognophomyia,,trinitatis,,"Alexander, 1927",Neognophomyia trinitatis,species
3291,3855,Limoniidae,Chioneinae,Neolimnophila,,,,"Alexander, 1920",Neolimnophila,genus
3292,3856,Limoniidae,Chioneinae,Neolimnophila,,alaskana,,"(Alexander, 1924)",Neolimnophila alaskana,species
3293,3857,Limoniidae,Chioneinae,Neolimnophila,,alticola,,"Alexander, 1929",Neolimnophila alticola,species
3294,3858,Limoniidae,Chioneinae,Neolimnophila,,andicola,,"Alexander, 1942",Neolimnophila andicola,species
3295,3859,Limoniidae,Chioneinae,Neolimnophila,,appalachicola,,"Alexander, 1941",Neolimnophila appalachicola,species
3296,3860,Limoniidae,Chioneinae,Neolimnophila,,bergrothi,,"(Kuntze, 1919)",Neolimnophila bergrothi,species
3297,3861,Limoniidae,Chioneinae,Neolimnophila,,bifusca,,"Alexander, 1960",Neolimnophila bifusca,species
3298,3862,Limoniidae,Chioneinae,Neolimnophila,,brevissima,,"Alexander, 1952",Neolimnophila brevissima,species
3299,3863,Limoniidae,Chioneinae,Neolimnophila,,capnioptera,,"Alexander, 1947",Neolimnophila capnioptera,species
3300,3864,Limoniidae,Chioneinae,Neolimnophila,,carteri,,"(Tonnoir, 1921)",Neolimnophila carteri,species
3301,3865,Limoniidae,Chioneinae,Neolimnophila,,citribasis,,"Alexander, 1966",Neolimnophila citribasis,species
3302,3866,Limoniidae,Chioneinae,Neolimnophila,,daedalea,,"Alexander, 1966",Neolimnophila daedalea,species
3303,3867,Limoniidae,Chioneinae,Neolimnophila,,fuscinervis,,"Edwards, 1928",Neolimnophila fuscinervis,species
3304,3868,Limoniidae,Chioneinae,Neolimnophila,,fuscocubitalis,,"Alexander, 1936",Neolimnophila fuscocubitalis,species
3305,3869,Limoniidae,Chioneinae,Neolimnophila,,genitalis,,"(Brunetti, 1912)",Neolimnophila genitalis,species
3306,3873,Limoniidae,Chioneinae,Neolimnophila,,perreducta,,"Alexander, 1935",Neolimnophila perreducta,species
3307,3874,Limoniidae,Chioneinae,Neolimnophila,,picturata,,"Alexander, 1931",Neolimnophila picturata,species
3308,3875,Limoniidae,Chioneinae,Neolimnophila,,placida,,"(Meigen, 1830)",Neolimnophila placida,species
3309,3879,Limoniidae,Chioneinae,Neophilippiana,,,,"Alexander, 1964",Neophilippiana,genus
3310,3880,Limoniidae,Chioneinae,Neophilippiana,,egregia,,"(Alexander, 1929)",Neophilippiana egregia,species
3311,3883,Limoniidae,Chioneinae,Ormosia,,,,"Rondani, 1856",Ormosia,genus
3312,3884,Limoniidae,Chioneinae,Ormosia,Gonomyiella,,,"Meunier, 1899",Ormosia (Gonomyiella),subgenus
3313,3886,Limoniidae,Chioneinae,Ormosia,Gonomyiella,absaroka,,"Alexander, 1943",Ormosia (Gonomyiella) absaroka,species
3314,3887,Limoniidae,Chioneinae,Ormosia,Gonomyiella,bergrothi,,"(Strobl, 1895)",Ormosia (Gonomyiella) bergrothi,species
3315,3889,Limoniidae,Chioneinae,Ormosia,Gonomyiella,bucera,,"Alexander, 1954",Ormosia (Gonomyiella) bucera,species
3316,3890,Limoniidae,Chioneinae,Ormosia,Gonomyiella,confluenta,,"Alexander, 1922",Ormosia (Gonomyiella) confluenta,species
3317,3895,Limoniidae,Chioneinae,Ormosia,Gonomyiella,flaveola,,"(Coquillett, 1900)",Ormosia (Gonomyiella) flaveola,species
3318,3896,Limoniidae,Chioneinae,Ormosia,Gonomyiella,hutchinsonae,,"Alexander, 1935",Ormosia (Gonomyiella) hutchinsonae,species
3319,3900,Limoniidae,Chioneinae,Ormosia,Gonomyiella,komazawai,,"Kato and Kolcsar, 2022",Ormosia (Gonomyiella) komazawai,species
3320,3901,Limoniidae,Chioneinae,Ormosia,Gonomyiella,leptorhabda,,"Alexander, 1943",Ormosia (Gonomyiella) leptorhabda,species
3321,3902,Limoniidae,Chioneinae,Ormosia,Gonomyiella,licina,,"Alexander, 1966",Ormosia (Gonomyiella) licina,species
3322,3903,Limoniidae,Chioneinae,Ormosia,Gonomyiella,longicornis,,"Savchenko, 1980",Ormosia (Gonomyiella) longicornis,species
3323,3905,Limoniidae,Chioneinae,Ormosia,Gonomyiella,parviala,,"Petersen and Gelhaus, 2004",Ormosia (Gonomyiella) parviala,species
3324,3906,Limoniidae,Chioneinae,Ormosia,Gonomyiella,sequoiarum,,"Alexander, 1945",Ormosia (Gonomyiella) sequoiarum,species
3325,3908,Limoniidae,Chioneinae,Ormosia,Gonomyiella,sootryeni,,"(Lackschewitz, 1935)",Ormosia (Gonomyiella) sootryeni,species
3326,3909,Limoniidae,Chioneinae,Ormosia,Gonomyiella,stenostyla,,"Alexander, 1965",Ormosia (Gonomyiella) stenostyla,species
3327,3910,Limoniidae,Chioneinae,Ormosia,Gonomyiella,subducalis,,"Alexander, 1940",Ormosia (Gonomyiella) subducalis,species
3328,3912,Limoniidae,Chioneinae,Ormosia,Gonomyiella,triangularis,,"Alexander, 1949",Ormosia (Gonomyiella) triangularis,species
3329,3913,Limoniidae,Chioneinae,Ormosia,Gonomyiella,weymarni,,"Alexander, 1950",Ormosia (Gonomyiella) weymarni,species
3330,3914,Limoniidae,Chioneinae,Ormosia,Gonomyiella,yankovskyi,,"Alexander, 1940",Ormosia (Gonomyiella) yankovskyi,species
3331,3915,Limoniidae,Chioneinae,Ormosia,Neserioptera,,,"Alexander, 1956",Ormosia (Neserioptera),subgenus
3332,3916,Limoniidae,Chioneinae,Ormosia,Neserioptera,cameroonensis,,"Boardman, 2020",Ormosia (Neserioptera) cameroonensis,species
3333,3917,Limoniidae,Chioneinae,Ormosia,Neserioptera,perpusilla,,"Edwards, 1912",Ormosia (Neserioptera) perpusilla,species
3334,3919,Limoniidae,Chioneinae,Ormosia,Ormosia,,,"Rondani, 1856",Ormosia (Ormosia),subgenus
3335,3920,Limoniidae,Chioneinae,Ormosia,Ormosia,aciculata,,"Edwards, 1921",Ormosia (Ormosia) aciculata,species
3336,3921,Limoniidae,Chioneinae,Ormosia,Ormosia,aculeata,,"Alexander, 1924",Ormosia (Ormosia) aculeata,species
3337,3922,Limoniidae,Chioneinae,Ormosia,Ormosia,adirondacensis,,"Alexander, 1919",Ormosia (Ormosia) adirondacensis,species
3338,3923,Limoniidae,Chioneinae,Ormosia,Ormosia,affinis,,"(Lundbeck, 1898)",Ormosia (Ormosia) affinis,species
3339,3924,Limoniidae,Chioneinae,Ormosia,Ormosia,affixa,,"Alexander, 1936",Ormosia (Ormosia) affixa,species
3340,3925,Limoniidae,Chioneinae,Ormosia,Ormosia,albertensis,,"Alexander, 1933",Ormosia (Ormosia) albertensis,species
3341,3926,Limoniidae,Chioneinae,Ormosia,Ormosia,albitibia,,"Edwards, 1921",Ormosia (Ormosia) albitibia,species
3342,3927,Limoniidae,Chioneinae,Ormosia,Ormosia,albrighti,,"Alexander, 1954",Ormosia (Ormosia) albrighti,species
3343,3928,Limoniidae,Chioneinae,Ormosia,Ormosia,alexanderi,,"Savchenko, 1976",Ormosia (Ormosia) alexanderi,species
3344,3929,Limoniidae,Chioneinae,Ormosia,Ormosia,amakazarii,,"Alexander, 1958",Ormosia (Ormosia) amakazarii,species
3345,3930,Limoniidae,Chioneinae,Ormosia,Ormosia,amicorum,,"Savchenko and Tomov, 1975",Ormosia (Ormosia) amicorum,species
3346,3931,Limoniidae,Chioneinae,Ormosia,Ormosia,anthracopoda,,"Alexander, 1930",Ormosia (Ormosia) anthracopoda,species
3347,3933,Limoniidae,Chioneinae,Ormosia,Ormosia,arcuata,,"(Doane, 1908)",Ormosia (Ormosia) arcuata,species
